n,marathon,year,gender,subgroup,avg_chip_seconds,high_temp,low_temp,avg_temp,precipitation,dew_point,wind_speed,visibility,sea_level_pressure,aqi,main_pollutant,co,ozone,pm10,pm25,no2
1858,Boston,2016,female,recreational,17267.90365984929,66,44,50.96,0,34.21,20,10,30.21,55,PM2.5,5,54,19,55,40
883,Boston,2016,female,slow,20214.998867497154,66,44,50.96,0,34.21,20,10,30.21,55,PM2.5,5,54,19,55,40
646,Boston,2016,male,elite,9905.05572755418,66,44,50.96,0,34.21,20,10,30.21,55,PM2.5,5,54,19,55,40
4631,Boston,2016,male,competitive,11479.4729000216,66,44,50.96,0,34.21,20,10,30.21,55,PM2.5,5,54,19,55,40
4841,Boston,2016,male,average,13263.489568271048,66,44,50.96,0,34.21,20,10,30.21,55,PM2.5,5,54,19,55,40
2611,Boston,2016,male,recreational,15380.972424358488,66,44,50.96,0,34.21,20,10,30.21,55,PM2.5,5,54,19,55,40
1734,Boston,2016,male,slow,18518.679930795868,66,44,50.96,0,34.21,20,10,30.21,55,PM2.5,5,54,19,55,40
140,Boston,2017,female,elite,10421.278571428571,74,52,65.87,0,43.09,22,10,30.12,52,PM2.5,3,46,6,52,18
2555,Boston,2017,female,competitive,12469.7733855186,74,52,65.87,0,43.09,22,10,30.12,52,PM2.5,3,46,6,52,18
4974,Boston,2017,female,average,14180.892641737004,74,52,65.87,0,43.09,22,10,30.12,52,PM2.5,3,46,6,52,18
2842,Boston,2017,female,recreational,16390.89338494016,74,52,65.87,0,43.09,22,10,30.12,52,PM2.5,3,46,6,52,18
1461,Boston,2017,female,slow,19499.888432580447,74,52,65.87,0,43.09,22,10,30.12,52,PM2.5,3,46,6,52,18
455,Boston,2017,male,elite,9610.435164835166,74,52,65.87,0,43.09,22,10,30.12,52,PM2.5,3,46,6,52,18
3683,Boston,2017,male,competitive,11237.498778169966,74,52,65.87,0,43.09,22,10,30.12,52,PM2.5,3,46,6,52,18
4743,Boston,2017,male,average,12996.74151380983,74,52,65.87,0,43.09,22,10,30.12,52,PM2.5,3,46,6,52,18
3260,Boston,2017,male,recreational,15004.626380368076,74,52,65.87,0,43.09,22,10,30.12,52,PM2.5,3,46,6,52,18
2297,Boston,2017,male,slow,18277.034392686128,74,52,65.87,0,43.09,22,10,30.12,52,PM2.5,3,46,6,52,18
1591,Boston,2018,female,elite,11859.047768698929,52,35,43.18,0.15,42.32,31,10,30.37,46,PM2.5,2,43,6,46,21
5383,Boston,2018,female,competitive,13637.76054244848,52,35,43.18,0.15,42.32,31,10,30.37,46,PM2.5,2,43,6,46,21
2650,Boston,2018,female,average,15884.335471698125,52,35,43.18,0.15,42.32,31,10,30.37,46,PM2.5,2,43,6,46,21
1507,Boston,2018,female,recreational,18585.252820172533,52,35,43.18,0.15,42.32,31,10,30.37,46,PM2.5,2,43,6,46,21
615,Boston,2018,female,slow,21729.695934959356,52,35,43.18,0.15,42.32,31,10,30.37,46,PM2.5,2,43,6,46,21
1207,Boston,2018,male,elite,10131.167357083685,52,35,43.18,0.15,42.32,31,10,30.37,46,PM2.5,2,43,6,46,21
5015,Boston,2018,male,competitive,11651.267198404807,52,35,43.18,0.15,42.32,31,10,30.37,46,PM2.5,2,43,6,46,21
3889,Boston,2018,male,average,13566.354332733368,52,35,43.18,0.15,42.32,31,10,30.37,46,PM2.5,2,43,6,46,21
2228,Boston,2018,male,recreational,15750.770646319557,52,35,43.18,0.15,42.32,31,10,30.37,46,PM2.5,2,43,6,46,21
1911,Boston,2018,male,slow,19323.660910518025,52,35,43.18,0.15,42.32,31,10,30.37,46,PM2.5,2,43,6,46,21
327,Boston,2019,female,elite,10589.079510703365,69,46,55.82,0.61,49.26,26,10,29.56,47,Ozone,3,47,5,29,35
3632,Boston,2019,female,competitive,12509.979074889845,69,46,55.82,0.61,49.26,26,10,29.56,47,Ozone,3,47,5,29,35
4340,Boston,2019,female,average,14307.148156682026,69,46,55.82,0.61,49.26,26,10,29.56,47,Ozone,3,47,5,29,35
2345,Boston,2019,female,recreational,16606.17356076761,69,46,55.82,0.61,49.26,26,10,29.56,47,Ozone,3,47,5,29,35
1337,Boston,2019,female,slow,19750.818997756196,69,46,55.82,0.61,49.26,26,10,29.56,47,Ozone,3,47,5,29,35
679,Boston,2019,male,elite,9468.804123711343,69,46,55.82,0.61,49.26,26,10,29.56,47,Ozone,3,47,5,29,35
4539,Boston,2019,male,competitive,11013.354483366396,69,46,55.82,0.61,49.26,26,10,29.56,47,Ozone,3,47,5,29,35
4199,Boston,2019,male,average,12785.01047868542,69,46,55.82,0.61,49.26,26,10,29.56,47,Ozone,3,47,5,29,35
2815,Boston,2019,male,recreational,14864.325399644737,69,46,55.82,0.61,49.26,26,10,29.56,47,Ozone,3,47,5,29,35
2434,Boston,2019,male,slow,18201.754313886584,69,46,55.82,0.61,49.26,26,10,29.56,47,Ozone,3,47,5,29,35
48,Chicago,1996,female,elite,10726.541666666666,59,37,47.95,0,30.27,12,20,29.35,57,NO2,52,34,33,NA,57
444,Chicago,1996,female,competitive,13191.3536036036,59,37,47.95,0,30.27,12,20,29.35,57,NO2,52,34,33,NA,57
1030,Chicago,1996,female,average,15193.414563106797,59,37,47.95,0,30.27,12,20,29.35,57,NO2,52,34,33,NA,57
786,Chicago,1996,female,recreational,17367.419847328245,59,37,47.95,0,30.27,12,20,29.35,57,NO2,52,34,33,NA,57
260,Chicago,1996,female,slow,20328.623076923075,59,37,47.95,0,30.27,12,20,29.35,57,NO2,52,34,33,NA,57
104,Chicago,1996,male,elite,9278.48076923077,59,37,47.95,0,30.27,12,20,29.35,57,NO2,52,34,33,NA,57
719,Chicago,1996,male,competitive,11221.159944367173,59,37,47.95,0,30.27,12,20,29.35,57,NO2,52,34,33,NA,57
1620,Chicago,1996,male,average,13002.46172839506,59,37,47.95,0,30.27,12,20,29.35,57,NO2,52,34,33,NA,57
1910,Chicago,1996,male,recreational,14974.053926701583,59,37,47.95,0,30.27,12,20,29.35,57,NO2,52,34,33,NA,57
1273,Chicago,1996,male,slow,17751.617439120186,59,37,47.95,0,30.27,12,20,29.35,57,NO2,52,34,33,NA,57
76,Chicago,1997,female,elite,10755,64,39,51.64,0,39.64,18,10,29.39,66,PM2.5,39,38,44,66,52
813,Chicago,1997,female,competitive,13051.505535055347,64,39,51.64,0,39.64,18,10,29.39,66,PM2.5,39,38,44,66,52
1690,Chicago,1997,female,average,15028.033727810645,64,39,51.64,0,39.64,18,10,29.39,66,PM2.5,39,38,44,66,52
1587,Chicago,1997,female,recreational,17275.339634530574,64,39,51.64,0,39.64,18,10,29.39,66,PM2.5,39,38,44,66,52
630,Chicago,1997,female,slow,20900.173015873024,64,39,51.64,0,39.64,18,10,29.39,66,PM2.5,39,38,44,66,52
160,Chicago,1997,male,elite,9223.73125,64,39,51.64,0,39.64,18,10,29.39,66,PM2.5,39,38,44,66,52
1134,Chicago,1997,male,competitive,11071.375661375661,64,39,51.64,0,39.64,18,10,29.39,66,PM2.5,39,38,44,66,52
2666,Chicago,1997,male,average,12820.63465866468,64,39,51.64,0,39.64,18,10,29.39,66,PM2.5,39,38,44,66,52
3222,Chicago,1997,male,recreational,14782.09962756054,64,39,51.64,0,39.64,18,10,29.39,66,PM2.5,39,38,44,66,52
2408,Chicago,1997,male,slow,17784.401162790706,64,39,51.64,0,39.64,18,10,29.39,66,PM2.5,39,38,44,66,52
69,Chicago,1998,female,elite,10262.289855072464,68,48,58.17,0,49.78,10,10,29.58,92,PM2.5,56,61,36,92,57
632,Chicago,1998,female,competitive,12700.031645569621,68,48,58.17,0,49.78,10,10,29.58,92,PM2.5,56,61,36,92,57
1778,Chicago,1998,female,average,14554.595613048381,68,48,58.17,0,49.78,10,10,29.58,92,PM2.5,56,61,36,92,57
2422,Chicago,1998,female,recreational,16746.191164327,68,48,58.17,0,49.78,10,10,29.58,92,PM2.5,56,61,36,92,57
1354,Chicago,1998,female,slow,20511.98670605612,68,48,58.17,0,49.78,10,10,29.58,92,PM2.5,56,61,36,92,57
160,Chicago,1998,male,elite,9170.3875,68,48,58.17,0,49.78,10,10,29.58,92,PM2.5,56,61,36,92,57
1041,Chicago,1998,male,competitive,11091.490874159455,68,48,58.17,0,49.78,10,10,29.58,92,PM2.5,56,61,36,92,57
2596,Chicago,1998,male,average,12849.631741140218,68,48,58.17,0,49.78,10,10,29.58,92,PM2.5,56,61,36,92,57
3770,Chicago,1998,male,recreational,14779.253315649868,68,48,58.17,0,49.78,10,10,29.58,92,PM2.5,56,61,36,92,57
3379,Chicago,1998,male,slow,17837.842556969536,68,48,58.17,0,49.78,10,10,29.58,92,PM2.5,56,61,36,92,57
143,Chicago,1999,female,elite,10487.83216783217,51,31,29.58,0,21.83,14,10,29.63,76,PM2.5,16,31,41,76,47
1226,Chicago,1999,female,competitive,12806.258564437197,51,31,29.58,0,21.83,14,10,29.63,76,PM2.5,16,31,41,76,47
2755,Chicago,1999,female,average,14729.02577132486,51,31,29.58,0,21.83,14,10,29.63,76,PM2.5,16,31,41,76,47
3364,Chicago,1999,female,recreational,16950.48781212842,51,31,29.58,0,21.83,14,10,29.63,76,PM2.5,16,31,41,76,47
1850,Chicago,1999,female,slow,20808.06270270277,51,31,29.58,0,21.83,14,10,29.63,76,PM2.5,16,31,41,76,47
222,Chicago,1999,male,elite,9060.288288288291,51,31,29.58,0,21.83,14,10,29.63,76,PM2.5,16,31,41,76,47
1619,Chicago,1999,male,competitive,10963.666460778253,51,31,29.58,0,21.83,14,10,29.63,76,PM2.5,16,31,41,76,47
3580,Chicago,1999,male,average,12708.183519553097,51,31,29.58,0,21.83,14,10,29.63,76,PM2.5,16,31,41,76,47
5216,Chicago,1999,male,recreational,14628.322661042968,51,31,29.58,0,21.83,14,10,29.63,76,PM2.5,16,31,41,76,47
4650,Chicago,1999,male,slow,17803.368172043018,51,31,29.58,0,21.83,14,10,29.63,76,PM2.5,16,31,41,76,47
49,Chicago,2000,female,elite,10118.65306122449,68,53,59.83,0,51.39,9,10,29.72,93,PM2.5,36,31,40,93,64
761,Chicago,2000,female,competitive,12526.67017082786,68,53,59.83,0,51.39,9,10,29.72,93,PM2.5,36,31,40,93,64
2631,Chicago,2000,female,average,14306.812998859752,68,53,59.83,0,51.39,9,10,29.72,93,PM2.5,36,31,40,93,64
4246,Chicago,2000,female,recreational,16516.036269430035,68,53,59.83,0,51.39,9,10,29.72,93,PM2.5,36,31,40,93,64
3401,Chicago,2000,female,slow,20221.861805351324,68,53,59.83,0,51.39,9,10,29.72,93,PM2.5,36,31,40,93,64
178,Chicago,2000,male,elite,9282.516853932586,68,53,59.83,0,51.39,9,10,29.72,93,PM2.5,36,31,40,93,64
1656,Chicago,2000,male,competitive,11074.835748792268,68,53,59.83,0,51.39,9,10,29.72,93,PM2.5,36,31,40,93,64
3825,Chicago,2000,male,average,12860.172810457503,68,53,59.83,0,51.39,9,10,29.72,93,PM2.5,36,31,40,93,64
5797,Chicago,2000,male,recreational,14796.094876660336,68,53,59.83,0,51.39,9,10,29.72,93,PM2.5,36,31,40,93,64
5367,Chicago,2000,male,slow,18065.043599776378,68,53,59.83,0,51.39,9,10,29.72,93,PM2.5,36,31,40,93,64
40,Chicago,2001,female,elite,10126.25,52,33,44.48,0,24.35,10,10,29.71,65,PM2.5,39,37,26,65,44
595,Chicago,2001,female,competitive,12262.32773109244,52,33,44.48,0,24.35,10,10,29.71,65,PM2.5,39,37,26,65,44
2636,Chicago,2001,female,average,14049.834218512911,52,33,44.48,0,24.35,10,10,29.71,65,PM2.5,39,37,26,65,44
4396,Chicago,2001,female,recreational,16230.00409463148,52,33,44.48,0,24.35,10,10,29.71,65,PM2.5,39,37,26,65,44
3701,Chicago,2001,female,slow,19479.880032423687,52,33,44.48,0,24.35,10,10,29.71,65,PM2.5,39,37,26,65,44
232,Chicago,2001,male,elite,9390.551724137933,52,33,44.48,0,24.35,10,10,29.71,65,PM2.5,39,37,26,65,44
1952,Chicago,2001,male,competitive,11211.777151639348,52,33,44.48,0,24.35,10,10,29.71,65,PM2.5,39,37,26,65,44
4362,Chicago,2001,male,average,13041.951856946365,52,33,44.48,0,24.35,10,10,29.71,65,PM2.5,39,37,26,65,44
5794,Chicago,2001,male,recreational,15000.601139109454,52,33,44.48,0,24.35,10,10,29.71,65,PM2.5,39,37,26,65,44
4964,Chicago,2001,male,slow,18204.247582594646,52,33,44.48,0,24.35,10,10,29.71,65,PM2.5,39,37,26,65,44
65,Chicago,2002,female,elite,10020.307692307691,50,40,45.04,0,25.87,16,10,29.77,84,PM2.5,27,31,53,84,46
607,Chicago,2002,female,competitive,12081.591433278416,50,40,45.04,0,25.87,16,10,29.77,84,PM2.5,27,31,53,84,46
2954,Chicago,2002,female,average,13901.704129993239,50,40,45.04,0,25.87,16,10,29.77,84,PM2.5,27,31,53,84,46
4751,Chicago,2002,female,recreational,16097.246684908452,50,40,45.04,0,25.87,16,10,29.77,84,PM2.5,27,31,53,84,46
4609,Chicago,2002,female,slow,19444.16511173797,50,40,45.04,0,25.87,16,10,29.77,84,PM2.5,27,31,53,84,46
248,Chicago,2002,male,elite,9152.435483870966,50,40,45.04,0,25.87,16,10,29.77,84,PM2.5,27,31,53,84,46
1716,Chicago,2002,male,competitive,11012.101398601411,50,40,45.04,0,25.87,16,10,29.77,84,PM2.5,27,31,53,84,46
4151,Chicago,2002,male,average,12744.54492893278,50,40,45.04,0,25.87,16,10,29.77,84,PM2.5,27,31,53,84,46
6002,Chicago,2002,male,recreational,14669.194268577134,50,40,45.04,0,25.87,16,10,29.77,84,PM2.5,27,31,53,84,46
6020,Chicago,2002,male,slow,17932.014950166104,50,40,45.04,0,25.87,16,10,29.77,84,PM2.5,27,31,53,84,46
134,Chicago,2003,female,elite,10417.373134328358,69,49,58.58,0,41.38,16,10,29.39,61,PM2.5,18,35,32,61,45
985,Chicago,2003,female,competitive,12628.415228426395,69,49,58.58,0,41.38,16,10,29.39,61,PM2.5,18,35,32,61,45
3163,Chicago,2003,female,average,14492.428390768271,69,49,58.58,0,41.38,16,10,29.39,61,PM2.5,18,35,32,61,45
5193,Chicago,2003,female,recreational,16724.96379741963,69,49,58.58,0,41.38,16,10,29.39,61,PM2.5,18,35,32,61,45
4197,Chicago,2003,female,slow,20176.34834405522,69,49,58.58,0,41.38,16,10,29.39,61,PM2.5,18,35,32,61,45
266,Chicago,2003,male,elite,9105.556390977443,69,49,58.58,0,41.38,16,10,29.39,61,PM2.5,18,35,32,61,45
1518,Chicago,2003,male,competitive,10991.600790513834,69,49,58.58,0,41.38,16,10,29.39,61,PM2.5,18,35,32,61,45
3818,Chicago,2003,male,average,12739.191723415406,69,49,58.58,0,41.38,16,10,29.39,61,PM2.5,18,35,32,61,45
5942,Chicago,2003,male,recreational,14674.587512621989,69,49,58.58,0,41.38,16,10,29.39,61,PM2.5,18,35,32,61,45
7146,Chicago,2003,male,slow,18062.32409739714,69,49,58.58,0,41.38,16,10,29.39,61,PM2.5,18,35,32,61,45
78,Chicago,2004,female,elite,10470.089743589744,61,47,54.7,0,42.65,16,10,29.63,52,PM2.5,42,35,16,52,43
1083,Chicago,2004,female,competitive,12677.134810710982,61,47,54.7,0,42.65,16,10,29.63,52,PM2.5,42,35,16,52,43
3337,Chicago,2004,female,average,14545.49655379082,61,47,54.7,0,42.65,16,10,29.63,52,PM2.5,42,35,16,52,43
5276,Chicago,2004,female,recreational,16793.11277482944,61,47,54.7,0,42.65,16,10,29.63,52,PM2.5,42,35,16,52,43
4204,Chicago,2004,female,slow,20327.449096098902,61,47,54.7,0,42.65,16,10,29.63,52,PM2.5,42,35,16,52,43
166,Chicago,2004,male,elite,9232.96987951807,61,47,54.7,0,42.65,16,10,29.63,52,PM2.5,42,35,16,52,43
1471,Chicago,2004,male,competitive,11064.18014955813,61,47,54.7,0,42.65,16,10,29.63,52,PM2.5,42,35,16,52,43
3970,Chicago,2004,male,average,12781.93198992443,61,47,54.7,0,42.65,16,10,29.63,52,PM2.5,42,35,16,52,43
6134,Chicago,2004,male,recreational,14728.46755787419,61,47,54.7,0,42.65,16,10,29.63,52,PM2.5,42,35,16,52,43
7365,Chicago,2004,male,slow,18162.876306856593,61,47,54.7,0,42.65,16,10,29.63,52,PM2.5,42,35,16,52,43
62,Chicago,2005,female,elite,10317.693548387097,59,50,53.5,0,42.46,18,10,29.45,49,PM2.5,8,35,16,49,38
955,Chicago,2005,female,competitive,12502.117277486906,59,50,53.5,0,42.46,18,10,29.45,49,PM2.5,8,35,16,49,38
3204,Chicago,2005,female,average,14283.592696629205,59,50,53.5,0,42.46,18,10,29.45,49,PM2.5,8,35,16,49,38
5411,Chicago,2005,female,recreational,16519.568656440577,59,50,53.5,0,42.46,18,10,29.45,49,PM2.5,8,35,16,49,38
4634,Chicago,2005,female,slow,20068.959646094056,59,50,53.5,0,42.46,18,10,29.45,49,PM2.5,8,35,16,49,38
192,Chicago,2005,male,elite,9258.479166666668,59,50,53.5,0,42.46,18,10,29.45,49,PM2.5,8,35,16,49,38
1519,Chicago,2005,male,competitive,11107.840684660961,59,50,53.5,0,42.46,18,10,29.45,49,PM2.5,8,35,16,49,38
4094,Chicago,2005,male,average,12867.844406448465,59,50,53.5,0,42.46,18,10,29.45,49,PM2.5,8,35,16,49,38
5915,Chicago,2005,male,recreational,14805.385798816566,59,50,53.5,0,42.46,18,10,29.45,49,PM2.5,8,35,16,49,38
6882,Chicago,2005,male,slow,18255.306596919534,59,50,53.5,0,42.46,18,10,29.45,49,PM2.5,8,35,16,49,38
134,Chicago,2006,female,elite,10227.313432835821,50,37,42,0,32.27,18,10,29.41,63,PM2.5,8,26,23,63,32
973,Chicago,2006,female,competitive,12397.561151079139,50,37,42,0,32.27,18,10,29.41,63,PM2.5,8,26,23,63,32
3357,Chicago,2006,female,average,14215.49508489721,50,37,42,0,32.27,18,10,29.41,63,PM2.5,8,26,23,63,32
5167,Chicago,2006,female,recreational,16459.860654151376,50,37,42,0,32.27,18,10,29.41,63,PM2.5,8,26,23,63,32
5094,Chicago,2006,female,slow,20072.773066352558,50,37,42,0,32.27,18,10,29.41,63,PM2.5,8,26,23,63,32
359,Chicago,2006,male,elite,9192.788300835651,50,37,42,0,32.27,18,10,29.41,63,PM2.5,8,26,23,63,32
1810,Chicago,2006,male,competitive,11132.093370165749,50,37,42,0,32.27,18,10,29.41,63,PM2.5,8,26,23,63,32
4354,Chicago,2006,male,average,12900.014239779515,50,37,42,0,32.27,18,10,29.41,63,PM2.5,8,26,23,63,32
5848,Chicago,2006,male,recreational,14849.196135430904,50,37,42,0,32.27,18,10,29.41,63,PM2.5,8,26,23,63,32
6540,Chicago,2006,male,slow,18361.54281345563,50,37,42,0,32.27,18,10,29.41,63,PM2.5,8,26,23,63,32
89,Chicago,2007,female,elite,11151.213483146068,88,71,79.35,0,65.22,10,10,29.41,77,Ozone,14,77,36,73,54
734,Chicago,2007,female,competitive,13482.561307901913,88,71,79.35,0,65.22,10,10,29.41,77,Ozone,14,77,36,73,54
2164,Chicago,2007,female,average,15579.784658040677,88,71,79.35,0,65.22,10,10,29.41,77,Ozone,14,77,36,73,54
3720,Chicago,2007,female,recreational,18027.237365591427,88,71,79.35,0,65.22,10,10,29.41,77,Ozone,14,77,36,73,54
3477,Chicago,2007,female,slow,20892.483750359454,88,71,79.35,0,65.22,10,10,29.41,77,Ozone,14,77,36,73,54
103,Chicago,2007,male,elite,9512.834951456312,88,71,79.35,0,65.22,10,10,29.41,77,Ozone,14,77,36,73,54
569,Chicago,2007,male,competitive,11460.207381370827,88,71,79.35,0,65.22,10,10,29.41,77,Ozone,14,77,36,73,54
1720,Chicago,2007,male,average,13318.242441860466,88,71,79.35,0,65.22,10,10,29.41,77,Ozone,14,77,36,73,54
3713,Chicago,2007,male,recreational,15403.173444653956,88,71,79.35,0,65.22,10,10,29.41,77,Ozone,14,77,36,73,54
9232,Chicago,2007,male,slow,19212.936633448873,88,71,79.35,0,65.22,10,10,29.41,77,Ozone,14,77,36,73,54
88,Chicago,2008,female,elite,10722.977272727272,85,63,72.61,0,55.43,13,10,29.65,75,PM2.5,19,71,31,75,54
822,Chicago,2008,female,competitive,12930.978102189783,85,63,72.61,0,55.43,13,10,29.65,75,PM2.5,19,71,31,75,54
2578,Chicago,2008,female,average,14909.55896043444,85,63,72.61,0,55.43,13,10,29.65,75,PM2.5,19,71,31,75,54
4639,Chicago,2008,female,recreational,17239.407415391244,85,63,72.61,0,55.43,13,10,29.65,75,PM2.5,19,71,31,75,54
5539,Chicago,2008,female,slow,21019.836974183036,85,63,72.61,0,55.43,13,10,29.65,75,PM2.5,19,71,31,75,54
123,Chicago,2008,male,elite,9263.032520325203,85,63,72.61,0,55.43,13,10,29.65,75,PM2.5,19,71,31,75,54
809,Chicago,2008,male,competitive,11061.964153275647,85,63,72.61,0,55.43,13,10,29.65,75,PM2.5,19,71,31,75,54
2371,Chicago,2008,male,average,12817.30451286377,85,63,72.61,0,55.43,13,10,29.65,75,PM2.5,19,71,31,75,54
4619,Chicago,2008,male,recreational,14820.74583243123,85,63,72.61,0,55.43,13,10,29.65,75,PM2.5,19,71,31,75,54
9757,Chicago,2008,male,slow,18810.261248334667,85,63,72.61,0,55.43,13,10,29.65,75,PM2.5,19,71,31,75,54
147,Chicago,2009,female,elite,10746.741496598639,44,28,38.3,0,22.45,9,10,29.76,52,PM2.5,7,28,18,52,29
1537,Chicago,2009,female,competitive,12876.89525048797,44,28,38.3,0,22.45,9,10,29.76,52,PM2.5,7,28,18,52,29
3822,Chicago,2009,female,average,14782.400313971728,44,28,38.3,0,22.45,9,10,29.76,52,PM2.5,7,28,18,52,29
4965,Chicago,2009,female,recreational,17080.41289023162,44,28,38.3,0,22.45,9,10,29.76,52,PM2.5,7,28,18,52,29
4150,Chicago,2009,female,slow,20699.726265060235,44,28,38.3,0,22.45,9,10,29.76,52,PM2.5,7,28,18,52,29
210,Chicago,2009,male,elite,9131.433333333332,44,28,38.3,0,22.45,9,10,29.76,52,PM2.5,7,28,18,52,29
1514,Chicago,2009,male,competitive,11005.152575957733,44,28,38.3,0,22.45,9,10,29.76,52,PM2.5,7,28,18,52,29
3897,Chicago,2009,male,average,12690.563253784954,44,28,38.3,0,22.45,9,10,29.76,52,PM2.5,7,28,18,52,29
5774,Chicago,2009,male,recreational,14624.988049878788,44,28,38.3,0,22.45,9,10,29.76,52,PM2.5,7,28,18,52,29
7553,Chicago,2009,male,slow,18399.029392294382,44,28,38.3,0,22.45,9,10,29.76,52,PM2.5,7,28,18,52,29
140,Chicago,2010,female,elite,10350.95,83,59,71.57,0,49.96,12,10,29.29,87,PM2.5,16,87,41,87,66
819,Chicago,2010,female,competitive,12637.982905982906,83,59,71.57,0,49.96,12,10,29.29,87,PM2.5,16,87,41,87,66
2733,Chicago,2010,female,average,14528.07647274058,83,59,71.57,0,49.96,12,10,29.29,87,PM2.5,16,87,41,87,66
5230,Chicago,2010,female,recreational,16853.873422562137,83,59,71.57,0,49.96,12,10,29.29,87,PM2.5,16,87,41,87,66
7218,Chicago,2010,female,slow,20757.3525907454,83,59,71.57,0,49.96,12,10,29.29,87,PM2.5,16,87,41,87,66
203,Chicago,2010,male,elite,9172.029556650246,83,59,71.57,0,49.96,12,10,29.29,87,PM2.5,16,87,41,87,66
1174,Chicago,2010,male,competitive,11017.551959114135,83,59,71.57,0,49.96,12,10,29.29,87,PM2.5,16,87,41,87,66
2990,Chicago,2010,male,average,12791.909030100338,83,59,71.57,0,49.96,12,10,29.29,87,PM2.5,16,87,41,87,66
5283,Chicago,2010,male,recreational,14800.798031421553,83,59,71.57,0,49.96,12,10,29.29,87,PM2.5,16,87,41,87,66
10296,Chicago,2010,male,slow,18849.710372960526,83,59,71.57,0,49.96,12,10,29.29,87,PM2.5,16,87,41,87,66
123,Chicago,2011,female,elite,10418.170731707318,79,57,68.04,0,50,12,10,29.67,85,PM2.5,16,77,33,85,56
708,Chicago,2011,female,competitive,12486.870056497179,79,57,68.04,0,50,12,10,29.67,85,PM2.5,16,77,33,85,56
2609,Chicago,2011,female,average,14397.880797240334,79,57,68.04,0,50,12,10,29.67,85,PM2.5,16,77,33,85,56
5119,Chicago,2011,female,recreational,16670.96932994727,79,57,68.04,0,50,12,10,29.67,85,PM2.5,16,77,33,85,56
6911,Chicago,2011,female,slow,20494.49153523377,79,57,68.04,0,50,12,10,29.67,85,PM2.5,16,77,33,85,56
195,Chicago,2011,male,elite,9144.769230769229,79,57,68.04,0,50,12,10,29.67,85,PM2.5,16,77,33,85,56
1138,Chicago,2011,male,competitive,10953.036906854128,79,57,68.04,0,50,12,10,29.67,85,PM2.5,16,77,33,85,56
3123,Chicago,2011,male,average,12740.216778738384,79,57,68.04,0,50,12,10,29.67,85,PM2.5,16,77,33,85,56
5422,Chicago,2011,male,recreational,14682.099225378062,79,57,68.04,0,50,12,10,29.67,85,PM2.5,16,77,33,85,56
10404,Chicago,2011,male,slow,18693.853517877713,79,57,68.04,0,50,12,10,29.67,85,PM2.5,16,77,33,85,56
100,Chicago,2012,female,elite,10465.98,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
1147,Chicago,2012,female,competitive,12510.98169136879,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
3543,Chicago,2012,female,average,14350.644086931992,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
5735,Chicago,2012,female,recreational,16634.768090671278,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
6266,Chicago,2012,female,slow,20485.710501117297,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
180,Chicago,2012,male,elite,9058.822222222221,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
1460,Chicago,2012,male,competitive,10888.829452054792,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
3954,Chicago,2012,male,average,12629.97445624685,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
5994,Chicago,2012,male,recreational,14517.700367033687,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
9091,Chicago,2012,male,slow,18442.638433615648,50,39,44.91,0,23.74,14,10,29.52,51,PM2.5,7,32,16,51,39
95,Chicago,2013,female,elite,10283.63157894737,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
952,Chicago,2013,female,competitive,12339.990546218482,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
3590,Chicago,2013,female,average,14167.73008356546,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
5583,Chicago,2013,female,recreational,16372.38885903635,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
7172,Chicago,2013,female,slow,20091.669129949747,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
152,Chicago,2013,male,elite,8967.986842105262,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
1387,Chicago,2013,male,competitive,10806.339581831284,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
3720,Chicago,2013,male,average,12526.422580645149,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
6368,Chicago,2013,male,recreational,14429.015546482346,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
9854,Chicago,2013,male,slow,18416.112340166434,64,47,55.7,0,39.13,9,10,29.73,60,PM2.5,7,32,28,60,33
219,Chicago,2014,female,elite,10606.027397260274,64,45,55.48,0,43.76,18,10,29.48,53,PM2.5,9,40,14,53,38
